Step,rho_g,rho_p,id,p,deltaG,deltaP
11,3.36364,0.272727,3193,4143,37,3
12,4.30769,4.30769,1645,1126,36,36
13,1.7284,0.345679,8978,521,10,2
14,1.59494,7.26582,4671,6452,9,41
1,4.85865,1.5211,1986,2386,329,103
2,1.96769,1.5832,758,6330,87,70
3,1.88707,1.63206,6880,2386,74,64
4,1.99175,1.64536,5996,3193,69,57
5,2.2243,0.359813,1645,4143,68,11
6,2.52778,0.388889,5303,4143,65,10
7,2.98983,2.65763,1126,6452,63,56
8,3.62069,0.422414,3283,4143,60,7
9,4.55814,1.22093,6452,8073,56,15
10,6.51724,0.362069,3019,4143,54,3
11,2.93548,13.0968,7462,5996,13,58
12,7,3.5,6709,1684,2,1
13,4.66667,4.66667,9730,8073,1,1
14,7,7,9252,521,1,1
1,4.85865,1.58017,1986,6452,329,107
2,1.96769,0.497577,758,521,87,22
3,1.71053,1.47368,937,3283,65,56
4,1.73876,1.40899,2530,2386,58,47
5,1.74572,1.50611,5996,5303,51,44
6,1.75978,0.351955,3283,4143,45,9
7,2.01278,0.268371,1126,4143,45,6
8,2.29851,0.574627,6452,521,44,11
9,2.23346,2.01556,5303,2386,41,37
10,2.54545,0.254545,6330,4143,40,4
11,2.95556,3.18889,1645,5303,38,41
12,3.52518,0.100719,3193,1684,35,1
13,3.63462,3.63462,3019,3019,27,27
14,1.45455,1.45455,8978,8073,8,8
1,4.85865,0.664557,1986,4143,329,45
2,1.96769,0.497577,758,521,87,22
3,1.87605,1.45394,3044,2386,80,62
4,1.78723,1.62476,2530,5996,66,60
5,1.7694,1.70732,1126,5996,57,55
6,1.84772,1.45685,5996,3193,52,41
7,2.06232,1.90368,1645,3283,52,48
8,2.18605,2.13953,6452,2386,47,46
9,2.53543,1.54331,2386,8073,46,28
10,2.96154,2.89423,3283,6330,44,43
11,3.56364,1.69697,5303,8073,42,20
12,3.7561,0.227642,3019,4143,33,2
13,1.71111,0.311111,8073,4143,11,2
14,1.59494,0.177215,8978,1684,9,1
1,4.85865,1.41772,1986,521,329,96
2,4.00939,1.49531,3044,3193,244,91
3,3.91853,0.331143,7462,4143,213,18
4,2.0438,1.55839,758,5303,80,61
5,1.92608,1.92608,6330,6330,67,67
6,2.2,0.233333,3283,4143,66,7
7,2.57062,2.57062,2386,2386,65,65
8,3.10035,2.85813,1126,6452,64,59
9,3.73333,3.67111,1645,6452,60,59
10,4.83636,4.75152,3019,6452,57,56
11,7.25926,6.48148,6452,5996,56,50
12,13.4615,13.4615,5996,5996,50,50
13,7,7,9730,4143,1,1
14,14,0,8073,1684,1,0
Step,rho_g,rho_p,id,p,deltaG,deltaP
1,5.21119,1.63147,1986,3019,329,103
2,2.11165,0.728155,758,706,87,30
3,1.83616,1.41243,937,3019,65,50
4,1.86695,0.804721,2530,1474,58,25
5,1.875,0.808824,5996,1474,51,22
6,1.86528,0,1126,7898,48,0
7,1.99704,0,1645,2019,45,0
8,2.15017,2.04778,5303,6330,42,40
9,2.43083,1.5415,3283,3019,41,26
10,2.44493,2.70925,6452,5996,37,41
11,2.84211,0,2386,2019,36,0
12,3.21429,0,3193,7898,33,0
13,1.8595,0.619835,3044,706,15,5
14,1.81034,5.17241,8073,5996,14,40
15,1.77632,7.89474,4905,3283,9,40
1,5.21119,1.63147,1986,3019,329,103
2,2.11165,0,758,2019,87,0
3,1.83616,1.49718,937,2386,65,53
4,1.86695,1.60944,2530,1645,58,50
5,2.01923,0.108173,1126,3437,56,3
6,2.125,2.125,6330,6330,51,51
7,2.37864,0.145631,5996,3437,49,3
8,2.82692,0.0576923,5303,7898,49,1
9,3.27014,0,3283,2019,46,0
10,4.09091,0.0909091,6452,3437,45,1
11,5.5,0,2386,2019,44,0
12,7.69737,0,3193,2019,39,0
13,14.1892,0.405405,3019,3437,35,1
14,7.5,7.5,9730,1474,1,1
15,15,0,9184,706,1,0
1,5.21119,2.07497,1986,706,329,131
2,2.11165,1.67476,758,5303,87,69
3,1.99454,1.96721,3044,5996,73,72
4,2.13836,0,6330,2019,68,0
5,2.38386,2.16381,1126,3019,65,59
6,2.7907,0.261628,1645,3437,64,6
7,3.21429,1.44643,2386,1474,60,27
8,3.14229,0.177866,6452,3437,53,3
9,3.9,4.2,3283,2386,52,56
10,4.79167,4.79167,3193,3193,46,46
11,6.88776,0,3019,2019,45,0
12,2.26415,1.13208,8073,706,8,4
13,2,0,6880,2019,6,0
14,1.92308,0,8978,2019,5,0
15,2.20588,0,6961,2019,5,0
1,5.21119,1.59979,1986,3193,329,101
2,2.11165,1.57767,758,6452,87,65
3,1.83616,1.66667,937,1645,65,59
4,1.86695,0.804721,2530,1474,58,25
5,1.90476,1.70068,1126,1645,56,50
6,1.91816,1.76471,5996,3193,50,46
7,2.08696,0,6330,2019,48,0
8,2.37374,0,5303,2019,47,0
9,2.58,0,3283,7898,43,0
10,3.11594,0,2386,7898,43,0
11,3.47561,2.92683,6452,3019,38,32
12,3.69048,0,3019,2019,31,0
13,1.89474,7.73684,8073,1126,12,49
14,1.95652,14.6739,6961,5996,6,45
15,15,0,9730,706,1,0
1,5.21119,1.69483,1986,1645,329,107
2,2.11165,1.65049,758,3283,87,68
3,2.07273,1.60909,3044,3193,76,59
4,2.05696,0.0949367,1126,3437,65,3
5,2.12714,1.76039,6452,3193,58,48
6,2.4359,2.22222,5996,5303,57,52
7,2.7592,0.351171,6330,706,55,7
8,2.77397,0,2386,2019,54,0
9,3.08824,0,3019,2019,49,0
10,3.65079,3.65079,1645,1645,46,46
11,4.40559,0.839161,3193,1474,42,8
12,1.88889,5.33333,2530,5996,17,48
13,1.89655,7.75862,937,6330,11,45
14,1.77632,0,4671,2019,9,0
15,1.79104,7.61194,6961,3193,8,34
1,5.21119,1.63147,1986,3019,329,103
2,2.11165,0.728155,758,706,87,30
3,1.83673,1.68367,5996,1645,72,66
4,1.94767,1.86047,2530,1126,67,64
5,2.09071,1.82522,6330,3019,63,55
6,2.39075,0.0385604,5303,7898,62,1
7,2.75229,2.33945,1645,3193,60,51
8,3.25843,0,2386,2019,58,0
9,3.94737,1.43541,6452,1474,55,20
10,5.16234,5.16234,3283,3283,53,53
11,7.72277,0,3019,7898,52,0
12,14.3878,0,3193,2019,47,0
13,7.5,0,9730,2019,1,0
14,15,0,8423,7898,1,0
15,0,0,8073,2019,1,0
1,5.21119,1.56811,1986,5996,329,99
2,2.11165,0,758,2019,87,0
3,1.83616,1.49718,937,2386,65,53
4,1.94561,1.72594,5996,3283,62,55
5,2.1274,0.865385,1126,1474,59,24
6,2.43697,2.01681,6452,3193,58,48
7,2.80936,2.30769,6330,3193,56,46
8,3.14229,0.0592885,5303,7898,53,1
9,3.9,0.15,3283,3437,52,2
10,4.96622,1.01351,1645,1474,49,10
11,6.51515,6.51515,3019,3019,43,43
12,2.41071,0.803571,3044,706,9,3
13,1.91489,0.957447,4671,1474,6,3
14,1.82927,13.9024,782,6330,5,38
15,10,5,7462,706,2,1
1,5.21119,1.69483,1986,6452,329,107
2,2.11165,1.69903,758,1645,87,70
3,1.83616,1.41243,937,3019,65,50
4,1.93347,1.80873,5996,1645,62,58
5,2.07637,0.644391,6330,706,58,18
6,2.36842,2.32687,5303,6452,57,56
7,2.76316,2.61513,1126,3283,56,53
8,3.26613,0.78629,6452,1474,54,13
9,4.02062,0,3283,7898,52,0
10,5.28169,0,2386,2019,50,0
11,7.66304,6.84783,1645,3193,47,42
12,2.4,0,8073,7898,8,0
13,1.78571,0,7462,7898,5,0
14,1.62162,0,6880,7898,4,0
15,1.81818,0,881,2019,4,0
1,5.21119,0.348469,1986,3437,329,22
2,2.11165,1.67476,758,5303,87,69
3,1.99454,0.68306,3044,706,73,25
4,2.04832,2.04832,1126,1126,65,65
5,2.15328,0.109489,5996,3437,59,3
6,2.34375,2.34375,6452,3283,55,55
7,2.72727,2.52525,6330,1645,54,50
8,3.2716,0.123457,2386,3437,53,2
9,3.78947,0.157895,3019,3437,48,2
10,4.96479,5.59859,1645,6452,47,53
11,6.91011,0.337079,3193,1474,41,2
12,2.1875,0.9375,8073,706,7,3
13,2.19512,1.09756,782,706,6,3
14,1.71429,0,8423,7898,4,0
15,1.93548,0,4671,7898,4,0
1,5.21119,1.64731,1986,5303,329,104
2,4.91103,1.74377,3044,5996,276,98
3,2.3545,1.77249,5279,5996,89,67
4,2.4,1.26,758,1474,80,42
5,2.17857,2.07143,1126,3283,61,58
6,2.44475,0.621547,6452,706,59,15
7,2.33429,2.16138,3193,3019,54,50
8,2.55973,2.50853,6330,3019,50,49
9,3.0123,3.19672,2386,1126,49,52
10,3.67188,0.078125,1645,7898,47,1
11,1.96552,5.27586,937,6452,19,51
12,1.75532,0.478723,2530,1474,11,3
13,1.80723,7.22892,4905,6330,10,40
14,2.44186,0,3026,2019,7,0
15,1.66667,0.416667,8978,3437,4,1
1,5.21119,1.67899,1986,3283,329,106
2,2.11165,0.0728155,758,7898,87,3
3,1.83616,0,937,2019,65,0
4,1.86695,0.804721,2530,1474,58,25
5,1.90476,1.53061,1126,2386,56,45
6,1.9697,0.113636,5996,3437,52,3
7,2.13663,1.9186,5303,6452,49,44
8,2.35,0,6330,7898,47,0
9,2.72727,2.72727,3283,3283,46,46
10,3.11594,3.4058,3193,5303,43,47
11,3.9375,3,1645,3019,42,32
12,1.99219,0,8073,7898,17,0
13,1.75676,0.675676,782,706,13,5
14,1.53061,0,8978,2019,10,0
15,1.53409,4.94318,4905,1645,9,29
1,5.21119,1.63147,1986,3019,329,103
2,2.11165,1.50485,758,3019,87,62
3,2.13129,1.83453,3044,3283,79,68
4,2.1209,0.184426,6330,3437,69,6
5,2.39857,2.39857,5996,5996,67,67
6,2.8125,2.59943,5303,1126,66,61
7,3.19588,0.824742,6452,706,62,16
8,3.93013,1.17904,2386,1474,60,18
9,5.14793,0,1645,2019,58,0
10,6.62162,6.62162,3193,3193,49,49
11,3.14516,0.483871,1636,3437,13,2
12,2.14286,14.0816,2530,5303,7,46
13,2.14286,0.714286,782,1474,6,2
14,2.08333,0.833333,4671,1474,5,2
15,1.93548,14.0323,937,5303,4,29
1,5.21119,1.69483,1986,6452,329,107
2,2.11165,1.67476,758,5303,87,69
3,1.83616,0.0564972,937,7898,65,2
4,1.86695,1.80258,2530,1126,58,56
5,1.875,1.76471,5996,1126,51,48
6,1.89076,1.80672,3283,1645,45,43
7,2.16346,0,1126,2019,45,0
8,2.47191,2.13483,6452,3193,44,38
9,2.82511,2.55605,6330,2386,42,38
10,3.32432,0.162162,5303,3437,41,2
11,4.0625,1.04167,1645,1474,39,10
12,4.71429,0.428571,3193,706,33,3
13,6.04167,1.875,3019,1474,29,9
14,2.7907,0,3044,2019,8,0
15,2.14286,0.428571,8073,7898,5,1
1,5.21119,1.63147,1986,2386,329,103
2,2.11165,0.169903,758,3437,87,7
3,1.83616,1.46893,937,3193,65,52
4,1.97286,1.75365,5996,5303,63,56
5,2.0922,1.95035,6330,3283,59,55
6,2.36413,2.24185,1126,6452,58,55
7,2.49201,0.0479233,1645,7898,52,1
8,2.87356,0.517241,2386,706,50,9
9,3.27014,4.12322,3019,5996,46,58
10,1.72727,5.09091,7462,6330,19,56
11,1.78899,7.43119,8073,1126,13,54
12,1.90909,0.545455,6880,706,7,2
13,1.98113,14.434,3044,5996,7,51
14,7.5,0,9730,7898,1,0
15,15,15,8423,1474,1,1
1,5.21119,1.64731,1986,1126,329,104
2,5.12456,1.88612,3044,1645,288,106
3,4.92537,1.99457,7462,3283,242,98
4,4.53052,2.0892,6880,5996,193,89
5,4.36364,0.327273,5279,3437,160,12
6,2.84615,0.0384615,6452,2019,74,1
7,3.27532,0.28481,2386,3437,69,6
8,4.0081,0.0607287,3019,2019,66,1
9,5.30387,0.0828729,6330,2019,64,1
10,7.30769,0.384615,5303,3437,57,3
11,14,14,3193,3193,56,56
12,7.5,7.5,6709,706,2,2
13,15,0,830,2019,2,0
14,0,0,8073,3437,1,0
1,5.21119,1.56811,1986,5996,329,99
2,2.11165,0,758,2019,87,0
3,1.83616,1.58192,937,3283,65,56
4,1.86695,1.80258,2530,1126,58,56
5,1.93902,1.93902,5996,5996,53,53
6,2.10084,0,6330,2019,50,0
7,2.39414,0,5303,2019,49,0
8,2.7907,0.0581395,3283,7898,48,1
9,3.35714,1,6452,1474,47,14
10,4.1411,0,2386,7898,45,0
11,5.33898,1.01695,1645,1474,42,8
12,7.69737,0.197368,3193,3437,39,1
13,14.1892,0.405405,3019,3437,35,1
14,7.5,7.5,9730,3437,1,1
15,15,15,8423,1474,1,1
1,5.21119,1.59979,1986,3193,329,101
2,4.98227,1.8617,3044,3283,281,105
3,2.33628,0.159292,758,7898,88,6
4,1.98113,0.0943396,1126,3437,63,3
5,2.13768,2.06522,6452,5996,59,57
6,2.43697,2.31092,3283,1645,58,55
7,2.48344,2.48344,6330,2386,50,50
8,2.97619,1.0119,5303,1474,50,17
9,3.71287,3.86139,2386,3283,50,52
10,4.7,0.1,3019,3437,47,1
11,2.03883,0.291262,937,7898,14,2
12,2.02247,0.842697,782,1474,12,5
13,1.75325,0.584416,8978,706,9,3
14,1.98529,0.882353,3026,1474,9,4
15,1.52542,0,7462,2019,6,0
1,5.21119,0.348469,1986,3437,329,22
2,2.11165,0.728155,758,706,87,30
3,1.83616,0,937,2019,65,0
4,1.86695,0.0965665,2530,3437,58,3
5,1.875,1.65441,5996,6452,51,45
6,1.98347,1.61157,1126,2386,48,39
7,2.14286,0.0952381,3283,3437,45,2
8,2.10863,0.0479233,6330,7898,44,1
9,2.34201,0.780669,1645,1474,42,14
10,2.70925,0.462555,5303,706,41,7
11,3.06452,2.74194,2386,3193,38,34
12,3.34459,3.04054,3193,3019,33,30
13,3.78261,5.47826,3019,3283,29,42
14,2.67123,0,7462,7898,13,0
15,2.25,0.5,8073,1474,9,2
1,5.21119,1.69483,1986,6452,329,107
2,2.11165,1.57767,758,6452,87,65
3,1.83616,1.69492,937,6330,65,60
4,1.97452,1.84713,1126,5303,62,58
5,2.2155,0.871671,5996,1474,61,24
6,2.34375,0.0426136,6452,7898,55,1
7,2.67677,2.37374,3283,3193,53,47
8,3.12,3.06,1645,2386,52,51
9,3.78788,0.606061,2386,706,50,8
10,4.56081,0.202703,3019,3437,45,2
11,2.18447,7.13592,8073,3283,15,49
12,2.22222,0.277778,2530,3437,8,1
13,1.63043,0.326087,782,1474,5,1
14,1.33333,14.3333,8978,1126,4,43
15,15,7.5,6709,706,2,1
1,5.21119,1.64731,1986,1126,329,104
2,2.11165,1.50485,758,3019,87,62
3,2.13129,1.86151,3044,1645,79,69
4,2.12526,2.09446,6330,5996,69,68
5,2.36842,0,5996,2019,66,0
6,2.76989,2.64205,5303,1126,65,62
7,3.10345,3.10345,6452,3283,60,60
8,3.91304,0.26087,3283,3437,60,4
9,5.20588,4.41176,2386,3193,59,50
10,6.62162,8.24324,3193,5303,49,61
11,2.1,0.3,7462,3437,7,1
12,2.44186,14.6512,6961,3193,7,42
13,15,15,9730,3437,1,1
14,0,0,8073,1474,1,0
1,5.21119,1.56811,1986,5996,329,99
2,2.11165,1.57767,758,6452,87,65
3,1.83616,1.41243,937,3019,65,50
4,1.86695,1.60944,2530,1645,58,50
5,2.01923,1.69471,1126,6452,56,47
6,2.125,0.0833333,6330,7898,51,2
7,2.37864,2.37864,5996,5996,49,49
8,2.82692,2.53846,5303,3193,49,44
9,3.26389,3.26389,3283,3283,47,47
10,3.90533,4.08284,6452,5303,44,46
11,5.2439,0.609756,2386,706,43,5
12,4.44915,5.33898,3019,2386,35,42
13,2.36842,6.90789,4671,3019,12,35
14,2.19512,1.82927,8978,1474,6,5
15,2.08333,0,782,2019,5,0
1,5.21119,1.56811,1986,5996,329,99
2,2.11165,0.728155,758,706,87,30
3,1.83616,1.66667,937,1645,65,59
4,2.00212,1.90678,1126,5996,63,60
5,2.12714,1.90709,6330,3283,58,52
6,2.35294,2.10084,6452,2386,56,50
7,2.7907,2.29236,5996,3019,56,46
8,3.2449,3.2449,5303,5303,53,53
9,3.82812,0.078125,2386,3437,49,1
10,4.61538,4.61538,3193,3193,44,44
11,6.51515,6.51515,3019,3019,43,43
12,2.41071,14.1964,3044,6330,9,53
13,10,0,7462,7898,2,0
14,15,0,9730,1474,1,0
15,0,0,8073,7898,1,0
1,5.21119,1.59979,1986,3193,329,101
2,4.98227,1.77305,3044,2386,281,100
3,2.33628,1.88496,758,3283,88,71
4,2.15587,1.94332,7462,1645,71,64
5,2.16312,1.98582,1126,2386,61,56
6,2.40331,2.19613,6452,3019,58,53
7,2.71382,0.740132,6330,1474,55,15
8,3.31325,0,2386,2019,55,0
9,4.09794,0,3019,7898,53,0
10,5.21277,0.425532,1645,706,49,4
11,5.0365,0,5303,7898,46,0
12,7.41758,7.41758,5996,5996,45,45
13,2.28261,0.326087,8073,3437,7,1
14,2,0,6880,2019,6,0
15,1.53846,15,6961,1645,4,39
1,5.21119,2.07497,1986,706,329,131
2,4.04412,1.70956,3044,3019,220,93
3,2.08893,0.0755034,758,7898,83,3
4,1.84211,1.57895,1126,5303,63,54
5,1.89542,1.76471,5996,2386,58,54
6,2.09476,1.98254,6452,2386,56,53
7,2.34783,2.34783,3283,3283,54,54
8,2.68041,0.618557,3193,1474,52,12
9,3.07531,3.07531,2386,2386,49,49
10,3.78947,0.0789474,6330,7898,48,1
11,5.07042,1.05634,3019,1474,48,10
12,6.8617,0,1645,7898,43,0
13,2.35294,0.294118,8073,3437,8,1
14,2.7907,0.348837,2530,3437,8,1
15,1.71429,0.428571,8978,1474,4,1
1,5.21119,1.63147,1986,3019,329,103
2,2.11165,0,758,2019,87,0
3,1.83616,1.58192,937,3283,65,56
4,1.86695,1.60944,2530,5303,58,50
5,1.875,1.61765,5996,5303,51,44
6,1.93681,1.60714,1126,2386,47,39
7,2.12934,2.08202,6330,6452,45,44
8,2.41758,2.36264,3283,1645,44,43
9,2.68559,0.982533,1645,1474,41,15
10,3.03191,3.43085,2386,6330,38,43
11,3.3,1.3,3193,1474,33,13
12,3.71795,0,3019,2019,29,0
13,2.38636,7.32955,3044,6330,14,43
14,2.33333,0,7462,7898,7,0
15,1.97368,0,8073,7898,5,0
1,5.21119,1.63147,1986,2386,329,103
2,4.95853,1.83057,3044,3019,279,103
3,2.30973,0.132743,5279,7898,87,5
4,2.00837,0.0627615,6452,7898,64,2
5,2.28261,1.99275,1126,3283,63,55
6,2.38162,2.29805,3019,6330,57,55
7,2.73179,0.596026,6330,1474,55,12
8,3.09717,0.182186,5303,3437,51,3
9,3.0123,0.0614754,5996,2019,49,1
10,3.61538,0.461538,3193,1474,47,6
11,4.76351,0,1645,7898,47,0
12,2.07921,0.594059,8073,706,14,4
13,2.06897,0.689655,2530,706,12,4
14,2,0,6942,7898,10,0
15,2.07692,0,937,2019,9,0
1,5.21119,2.86695,1986,1474,329,181
2,2.11165,1.50485,758,3019,87,62
3,2.13129,1.83453,3044,5303,79,68
4,2.15164,2.05943,6330,3283,70,67
5,2.44019,2.189,5996,6452,68,61
6,2.77311,2.68908,3283,1126,66,64
7,3.24742,0.876289,2386,1474,63,17
8,4.07895,3.35526,1126,3193,62,51
9,5.24096,5.42169,1645,5996,58,60
10,6.65094,0,3193,7898,47,0
11,2.54237,0,6880,2019,10,0
12,2.44898,0.306122,8073,3437,8,1
13,2.19512,0,937,7898,6,0
14,1.71429,1.28571,7734,1474,4,3
15,1.93548,0.483871,2530,1474,4,1
1,5.21119,1.69483,1986,1645,329,107
2,2.11165,1.50485,758,3019,87,62
3,2.13129,1.32194,3044,1474,79,49
4,1.94969,1.57233,1126,3193,62,50
5,2.10773,0,5996,2019,60,0
6,2.3297,2.24796,3283,6330,57,55
7,2.6129,2.6129,6452,6452,54,54
8,3.10547,3.10547,6330,2386,53,53
9,3.69458,3.99015,5303,1126,50,54
10,4.5098,0.686275,1645,706,46,7
11,2.1028,7.28972,2530,6330,15,52
12,2.45455,0.818182,8073,706,9,3
13,2.6087,0.326087,782,1474,8,1
14,1.57895,0.394737,8978,706,4,1
15,1.62162,0.405405,3026,3437,4,1
1,5.21119,1.63147,1986,3019,329,103
2,2.11165,1.5534,758,2386,87,64
3,2.13899,1.5704,3044,3193,79,58
4,2.05263,0.473684,1126,706,65,15
5,1.95652,0.130435,2530,3437,60,4
6,2.025,1.6875,5996,3019,54,45
7,2.12428,0.0433526,6452,7898,49,1
8,2.32323,0.10101,5303,3437,46,2
9,2.68924,3.04781,6330,1126,45,51
10,3.20388,3.05825,3283,3019,44,42
11,3.88889,0.648148,3019,1474,42,7
12,4.875,0.25,1645,1474,39,2
13,6.85185,0.185185,3193,1474,37,1
14,3.06818,14.3182,8073,1126,9,42
15,7.5,7.5,9730,3437,1,1
1,5.21119,1.64731,1986,1126,329,104
2,2.11165,0.0728155,758,7898,87,3
3,1.83616,1.49718,937,2386,65,53
4,1.86695,1.60944,2530,6452,58,50
5,2.01923,1.40625,1126,3019,56,39
6,2.16667,0,5996,2019,52,0
7,2.43506,0,3283,2019,50,0
8,2.7907,0.755814,6330,1474,48,13
9,3.35714,0,5303,7898,47,0
10,4.1411,3.68098,2386,3193,45,40
11,5.2439,0,1645,2019,43,0
12,6.5625,0.1875,3019,3437,35,1
13,2.33333,0.666667,3026,1474,7,2
14,1.97368,0.394737,782,706,5,1
15,1.81818,0.454545,8978,706,4,1
1,5.21119,1.63147,1986,3019,329,103
2,2.11165,1.69903,758,1645,87,70
3,2.08029,1.42336,5279,1474,76,52
4,1.90678,1.81144,2530,5996,60,57
5,2.06024,1.91566,6330,3283,57,53
6,2.34637,2.17877,1126,3193,56,52
7,2.68212,2.58278,6452,5303,54,52
8,3.26613,0,2386,2019,54,0
9,3.9433,1.23711,3283,1474,51,16
10,5.13986,5.13986,5303,5303,49,49
11,7.5,7.18085,3019,3193,47,45
12,2.7551,0,937,2019,9,0
13,3,0,9027,7898,8,0
14,2.34375,14.0625,7462,3019,5,30
15,7.5,0,9730,2019,1,0
1,5.21119,1.59979,1986,3193,329,101
2,2.11165,1.77184,758,5996,87,73
3,1.83616,1.41243,937,3019,65,50
4,1.86695,0.804721,2530,1474,58,25
5,1.90476,1.56463,1126,3193,56,46
6,1.94805,0.116883,1645,3437,50,3
7,2.14925,2.01493,5303,3283,48,45
8,2.45645,0.365854,6330,706,47,7
9,2.875,2.875,5996,5996,46,46
10,3.32474,3.09278,3283,6452,43,40
11,4.27152,4.07285,2386,3193,43,41
12,5.55556,5.55556,6452,3193,40,40
13,8.38235,0.220588,3193,3437,38,1
14,14.5,0,3019,7898,29,0
15,15,0,9730,2019,1,0
1,5.21119,1.56811,1986,6330,329,99
2,2.11165,1.5534,758,2386,87,64
3,2.13899,0,3044,2019,79,0
4,2.05263,0,1126,2019,65,0
5,2.12195,1.71951,6452,3193,58,47
6,2.38636,1.06534,6330,1474,56,25
7,2.78716,0.152027,3283,3437,55,3
8,3.29876,0.124481,5996,3437,53,2
9,4.14894,0,5303,2019,52,0
10,5.18382,5.07353,3019,1645,47,46
11,7,0,3193,2019,42,0
12,2.8125,0,2530,2019,9,0
13,2.69231,0.384615,937,706,7,1
14,2.8125,14.0625,1474,3019,6,30
15,7.5,7.5,9730,1474,1,1
1,5.21119,0.475185,1986,7898,329,30
2,2.11165,1.69903,758,1645,87,70
3,2.08029,1.61496,5279,3193,76,59
4,1.90678,1.62076,2530,3019,60,51
5,1.92961,1.74757,937,5303,53,48
6,1.96379,1.71309,1126,5303,47,41
7,2.12264,0.0471698,6330,3437,45,1
8,2.36264,2.1978,5996,2386,43,40
9,2.67391,0.978261,3283,1474,41,15
10,3.25397,0.31746,3193,706,41,4
11,3.9527,3.75,2386,6452,39,37
12,5.09174,0,6452,2019,37,0
13,6.66667,0.208333,3019,3437,32,1
14,3,0.375,8073,3437,8,1
15,2.34375,0,4122,7898,5,0
1,5.21119,1.69483,1986,1645,329,107
2,2.11165,1.77184,758,5996,87,73
3,1.83616,1.49718,937,2386,65,53
4,1.94561,1.72594,5996,3283,62,55
5,2.1274,2.09135,1126,6452,59,58
6,2.43697,2.22689,6452,3283,58,53
7,2.80936,0.0501672,6330,7898,56,1
8,3.39506,3.20988,5303,3283,55,52
9,3.84817,3.61257,1645,3019,49,46
10,4.55172,0.206897,3193,3437,44,2
11,2.22772,7.57426,3044,5303,15,51
12,2.4,0.3,8073,3437,8,1
13,1.78571,0.357143,7462,3437,5,1
14,1.62162,0,6880,7898,4,0
15,1.81818,15,881,1645,4,33
1,5.21119,1.56811,1986,5996,329,99
2,2.11165,1.69903,758,6330,87,70
3,1.83616,1.66667,937,1645,65,59
4,1.86695,1.60944,2530,1645,58,50
5,1.875,1.43382,5996,2386,51,39
6,1.89076,1.72269,3283,3193,45,41
7,2.16346,2.11538,1126,6452,45,44
8,2.47191,2.35955,6452,5303,44,42
9,2.82511,0.807175,6330,1474,42,12
10,3.39779,2.56906,5303,3019,41,31
11,3.8,0,2386,2019,38,0
12,4.95536,0.267857,1645,3437,37,2
13,6.8,0.6,3193,1474,34,3
14,2.56098,0.731707,3044,1474,7,2
15,2.20588,0,4671,2019,5,0
1,5.21119,0.0158395,1986,2019,329,1
2,2.11165,0,758,2019,87,0
3,1.83616,0.0564972,937,7898,65,2
4,1.81474,1.78639,2530,5996,64,63
5,1.87097,1.45161,5996,2386,58,45
6,1.92857,1.82143,1126,6452,54,51
7,2.13115,2.09016,1645,6330,52,51
8,2.38854,0.0955414,6330,3437,50,2
9,2.84091,2.27273,5303,3193,50,40
10,3.2243,0,6452,2019,46,0
11,4.01786,4.375,3283,5996,45,49
12,4.66387,1.2605,3019,1474,37,10
13,6.40244,6.40244,3193,3193,35,35
14,2.55319,0.957447,6880,706,8,3
15,2.38636,1.02273,8073,1474,7,3
1,5.21119,1.56811,1986,6330,329,99
2,5.07665,0.477594,3044,7898,287,27
3,2.29947,1.73797,5279,5996,86,65
4,1.98947,1.86316,6452,1645,63,59
5,2.22087,2.07524,1126,3019,61,57
6,2.32394,2.32394,3283,3283,55,55
7,2.65,0.15,2386,3437,53,3
8,3.09717,3.583,5303,1126,51,59
9,3.75,0.459184,5996,1474,49,6
10,4.79592,4.69388,3193,1645,47,46
11,6.9,6.9,1645,1645,46,46
12,2.22222,14.1667,8073,1126,8,51
13,10,0,7462,2019,2,0
14,15,0,9730,2019,1,0
1,5.21119,1.67899,1986,3283,329,106
2,2.11165,1.43204,758,3193,87,59
3,2.09302,1.85152,5279,6330,78,69
4,1.96466,1.8711,937,5996,63,60
5,1.97368,1.90191,2530,1645,55,53
6,1.98347,0.0826446,5996,7898,48,2
7,2.14286,1.85714,3283,5303,45,39
8,2.44444,1.83333,6330,3019,44,33
9,2.65487,2.19027,2386,3019,40,33
10,3.22581,2.66129,1126,3019,40,33
11,4.00685,0,6452,2019,39,0
12,5.3271,0.420561,1645,3437,38,3
13,7.82609,0.434783,5303,706,36,2
14,14.0909,0.454545,3019,706,31,1
15,7.5,0,9730,7898,1,0
1,5.21119,2.86695,1986,1474,329,181
2,2.11165,1.65049,758,3283,87,68
3,1.83616,0.847458,937,1474,65,30
4,1.85629,1.52695,1126,2386,62,51
5,2.01595,0.102506,1645,3437,59,3
6,2.13158,2.13158,6330,5303,54,54
7,2.39264,0.0920245,5996,3437,52,2
8,2.68248,2.62774,2386,6452,49,48
9,3.2,3.2,6452,6452,48,48
10,3.81356,4.40678,3283,6330,45,52
11,5.04,5.04,3193,3193,42,42
12,6.68675,0,3019,7898,37,0
13,2.6087,0.652174,8073,3437,8,2
14,1.97368,0.789474,6880,706,5,2
15,2.27273,0,881,2019,5,0
1,5.21119,2.86695,1986,1474,329,181
2,2.11165,0.728155,758,706,87,30
3,1.83616,1.46893,937,3193,65,52
4,1.86695,1.60944,2530,3283,58,50
5,2.01923,1.44231,5996,3019,56,40
